Participant,IBI,Time,Label
27,28.078125,1646646346,0
27,28.859375,1646646347,0
27,53.34375,1646646347,0
27,54.140625,1646646348,0
27,54.890625,1646646349,0
27,59.640625,1646646350,0
27,60.421875,1646646351,0
27,61.21875,1646646351,0
27,104.5,1646646352,0
27,105.3125,1646646353,0
27,106.078125,1646646354,0
27,106.921875,1646646355,0
27,107.765625,1646646355,0
27,108.625,1646646356,0
27,109.421875,1646646357,0
27,110.296875,1646646358,0
27,111.15625,1646646359,0
27,111.953125,1646646360,0
27,112.703125,1646646360,0
27,113.484375,1646646361,0
27,114.296875,1646646362,0
27,115.109375,1646646363,0
27,115.96875,1646646364,0
27,116.96875,1646646365,0
27,117.828125,1646646365,0
27,118.703125,1646646366,0
27,119.5625,1646646367,0
27,120.40625,1646646368,0
27,121.25,1646646369,0
27,122.078125,1646646370,0
27,122.875,1646646371,0
27,123.671875,1646646371,0
27,124.484375,1646646372,0
27,125.265625,1646646373,0
27,126.078125,1646646374,0
27,126.921875,1646646375,0
27,127.703125,1646646375,0
27,128.5,1646646376,0
27,129.328125,1646646377,0
27,130.09375,1646646378,0
27,130.890625,1646646379,0
27,131.6875,1646646379,0
27,132.5,1646646380,0
27,133.3125,1646646381,0
27,134.15625,1646646382,0
27,135.0,1646646383,0
27,135.796875,1646646383,0
27,136.625,1646646384,0
27,137.4375,1646646385,0
27,138.203125,1646646386,0
27,138.96875,1646646387,0
27,139.75,1646646387,0
27,140.46875,1646646388,0
27,141.15625,1646646389,0
27,141.859375,1646646389,0
27,142.625,1646646390,0
27,143.453125,1646646391,0
27,144.34375,1646646392,0
27,145.265625,1646646393,0
27,146.125,1646646394,0
27,147.0,1646646395,0
27,147.84375,1646646395,0
27,148.640625,1646646396,0
27,149.453125,1646646397,0
27,150.265625,1646646398,0
27,151.046875,1646646399,0
27,151.875,1646646400,0
27,152.734375,1646646400,0
27,153.546875,1646646401,0
27,154.375,1646646402,0
27,155.203125,1646646403,0
27,155.96875,1646646404,0
27,156.75,1646646404,0
27,157.484375,1646646405,0
27,158.234375,1646646406,0
27,159.015625,1646646407,0
27,159.8125,1646646407,0
27,160.609375,1646646408,0
27,161.46875,1646646409,0
27,162.296875,1646646410,0
27,163.15625,1646646411,0
27,164.0,1646646412,0
27,164.796875,1646646412,0
27,165.578125,1646646413,0
27,166.390625,1646646414,0
27,167.140625,1646646415,0
27,167.90625,1646646416,0
27,168.71875,1646646416,0
27,169.4375,1646646417,0
27,170.203125,1646646418,0
27,170.984375,1646646419,0
27,171.734375,1646646419,0
27,172.5,1646646420,0
27,173.34375,1646646421,0
27,174.078125,1646646422,0
27,175.03125,1646646423,0
27,175.8125,1646646423,0
27,176.5625,1646646424,0
27,177.328125,1646646425,0
27,178.125,1646646426,0
27,178.859375,1646646426,0
27,179.671875,1646646427,0
27,180.421875,1646646428,0
27,181.1875,1646646429,0
27,181.984375,1646646430,0
27,182.734375,1646646430,0
27,183.515625,1646646431,0
27,216.109375,1646646432,0
27,217.0,1646646433,0
27,217.9375,1646646434,0
27,218.8125,1646646435,0
27,219.671875,1646646436,0
27,220.5625,1646646437,0
27,221.4375,1646646437,0
27,222.28125,1646646438,0
27,223.078125,1646646439,0
27,223.9375,1646646440,0
27,224.828125,1646646441,0
27,225.671875,1646646442,0
27,226.484375,1646646442,0
27,227.296875,1646646443,0
27,228.109375,1646646444,0
27,228.953125,1646646445,0
27,229.859375,1646646446,0
27,230.71875,1646646447,0
27,231.625,1646646448,0
27,232.53125,1646646448,0
27,233.453125,1646646449,0
27,234.328125,1646646450,0
27,235.203125,1646646451,0
27,236.0625,1646646452,0
27,236.84375,1646646453,0
27,237.6875,1646646454,0
27,238.484375,1646646454,0
27,239.265625,1646646455,0
27,240.109375,1646646456,0
27,240.9375,1646646457,0
27,241.765625,1646646458,0
27,242.625,1646646459,0
27,243.46875,1646646459,0
27,244.296875,1646646460,0
27,245.140625,1646646461,0
27,246.0,1646646462,0
27,246.765625,1646646463,0
27,247.53125,1646646463,0
27,248.328125,1646646464,0
27,249.171875,1646646465,0
27,249.984375,1646646466,0
27,250.84375,1646646467,0
27,251.71875,1646646468,0
27,252.5625,1646646469,0
27,253.421875,1646646469,0
27,254.25,1646646470,0
27,255.03125,1646646471,0
27,255.828125,1646646472,0
27,256.640625,1646646473,0
27,257.4375,1646646473,0
27,258.234375,1646646474,0
27,259.125,1646646475,0
27,259.90625,1646646476,0
27,260.703125,1646646477,0
27,261.53125,1646646477,0
27,262.265625,1646646478,0
27,263.140625,1646646479,0
27,263.96875,1646646480,0
27,264.75,1646646481,0
27,265.609375,1646646482,0
27,266.390625,1646646482,0
27,267.15625,1646646483,0
27,267.96875,1646646484,0
27,268.796875,1646646485,0
27,269.578125,1646646486,0
27,270.375,1646646486,0
27,271.1875,1646646487,0
27,271.984375,1646646488,0
27,272.78125,1646646489,0
27,273.578125,1646646490,0
27,274.421875,1646646490,0
27,275.203125,1646646491,0
27,276.046875,1646646492,0
27,276.890625,1646646493,0
27,277.671875,1646646494,0
27,278.546875,1646646494,0
27,283.21875,1646646495,0
27,305.4375,1646646496,0
27,306.265625,1646646497,0
27,320.640625,1646646498,0
27,321.390625,1646646498,0
27,322.171875,1646646499,0
27,322.9375,1646646500,0
27,323.65625,1646646501,0
27,324.421875,1646646501,0
27,325.1875,1646646502,0
27,325.890625,1646646503,0
27,326.609375,1646646503,0
27,327.328125,1646646504,0
27,332.828125,1646646505,0
27,333.625,1646646506,0
27,352.828125,1646646507,0
27,353.671875,1646646508,0
27,354.515625,1646646508,0
27,355.375,1646646509,0
27,356.25,1646646510,0
27,357.09375,1646646511,0
27,357.890625,1646646512,0
27,358.78125,1646646513,0
27,359.65625,1646646514,0
27,360.5,1646646514,0
27,361.296875,1646646515,0
27,362.03125,1646646516,0
27,362.765625,1646646517,0
27,363.484375,1646646517,0
27,364.28125,1646646518,0
27,365.140625,1646646519,0
27,366.015625,1646646520,0
27,366.84375,1646646521,0
27,367.65625,1646646522,0
27,368.484375,1646646522,0
